circ_id	SRR1297303	SRR1297304	SRR1297305	SRR1297306	SRR1297307	SRR1297308	SRR1297309	SRR1297310	SRR1297311	SRR1297312	SRR1297313	SRR1297314	SRR1297315	SRR1297316	SRR1297317
10:60261858-60279639	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
10:63184607-63215696	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
10:63380317-63380482	2	0	1	4	0	0	0	0	0	2	0	0	4	2	0
10:63610186-63619800	0	0	2	3	0	0	0	1	1	1	0	0	0	0	0
10:67887416-67891554	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1
10:67954594-68014186	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1
10:67966682-68014186	0	0	1	1	1	0	0	0	2	2	1	0	0	0	0
10:67966682-68044563	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
10:67988662-68014186	2	1	1	2	0	0	1	0	0	1	0	0	1	0	0
10:68025545-68044558	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
10:68025545-68044563	0	0	0	3	0	0	0	0	2	2	0	1	3	1	1
10:68288482-68289019	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
10:68355352-68386128	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0
10:68363589-68364113	1	0	1	2	1	0	0	0	1	1	1	0	1	0	0
10:68393137-68394451	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0
10:68393137-68401737	0	1	0	0	0	0	1	1	2	2	0	0	0	1	0
10:68459103-68470163	0	2	0	0	0	1	0	1	3	1	2	0	0	1	0
10:68468122-68470163	0	1	1	0	0	1	2	2	0	0	0	0	4	0	0
10:68487143-68506718	1	2	1	4	0	2	5	2	1	0	2	0	3	0	2
10:68488466-68493570	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
10:68493131-68493570	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0
10:68522737-68523199	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
10:68644697-68647005	4	0	1	3	2	0	3	4	2	0	2	0	1	5	0
10:68644697-68652594	0	0	1	1	0	0	1	2	1	0	0	0	0	0	1
10:68737844-68742569	0	0	0	1	0	0	0	0	2	0	2	1	3	0	0
10:68753851-68773099	0	1	1	1	0	1	0	1	2	0	1	0	1	0	1
10:68761006-68773099	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
10:68786135-68786692	0	0	0	1	2	0	0	2	1	0	1	0	1	0	0
10:68787926-68788328	1	2	2	3	0	1	1	2	1	0	2	0	4	0	0
10:68911067-68914204	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
10:68936935-68943257	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0
10:68959805-68960249	3	3	7	2	2	4	4	5	3	4	3	0	2	0	0
10:69198371-69203043	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
10:69364782-69369624	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
10:69483690-69485215	0	0	1	0	2	0	0	1	0	0	0	0	2	0	0
10:69936755-69947342	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10:70152262-70161069	0	0	0	0	0	0	0	0	2	0	1	2	2	0	1
10:70152262-70161931	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
10:70209204-70218817	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
10:70217811-70218817	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0
10:71730468-71732375	0	0	1	1	0	0	2	1	0	1	0	1	0	0	0
10:71820272-71821956	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3
10:71820281-71821965	3	4	3	18	5	1	4	3	11	8	4	8	4	8	18
10:7220410-7276989	1	0	0	1	0	0	0	0	1	0	0	0	2	1	0
10:7220410-7285954	0	0	0	1	0	1	0	0	1	2	1	0	3	1	2
10:72340788-72341170	0	1	0	2	0	1	2	0	3	3	0	1	2	2	0
10:7243557-7276989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
10:7243557-7285954	0	2	1	6	3	2	1	6	7	3	1	3	1	3	2
10:72562894-72566794	1	0	3	0	0	0	1	0	5	0	0	0	0	0	1
10:72708282-72715902	9	2	2	1	1	5	1	5	1	3	3	6	5	1	5
10:72715110-72715902	4	3	0	0	2	0	2	1	2	1	0	2	5	0	0
10:7276891-7285954	8	12	6	19	3	5	8	39	13	19	25	14	19	15	12
10:7276891-7381949	0	0	1	0	3	0	0	1	1	0	1	0	0	0	0
10:7283903-7285954	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0
10:72859176-72871580	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10:73051052-73068983	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:73146275-73163950	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0
10:73536268-73539593	0	2	0	2	0	0	0	1	1	1	3	0	0	0	2
10:73539443-73543131	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
10:73571420-73576361	0	2	0	0	0	0	0	0	2	1	1	0	1	0	0
10:7367648-7370375	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
10:7367648-7381949	0	1	0	1	1	0	0	0	0	2	2	1	1	1	0
10:73817022-73824084	1	2	0	1	0	0	0	0	1	0	0	0	2	0	0
10:73914806-73915359	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
10:74070669-74074903	2	0	1	2	0	1	1	0	1	0	0	1	2	0	0
10:74838682-74843478	2	0	1	1	0	0	0	1	1	1	0	0	0	0	0
10:74969659-74989112	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
10:75219062-75219356	2	0	1	0	0	0	1	1	1	1	0	0	1	0	1
10:75474570-75474687	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
10:75542503-75547662	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
10:76036007-76058783	1	0	1	2	0	0	1	0	0	2	0	0	0	0	0
10:77853353-77854370	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0
10:7796120-7802854	1	3	0	0	0	0	0	0	0	2	1	0	0	0	0
10:7797046-7802854	17	12	18	45	9	7	29	9	24	16	18	4	36	23	4
10:79354026-79354223	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
10:79558885-79559005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:79559311-79612347	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
10:79612311-79612431	2	2	0	1	1	1	1	1	0	0	0	0	0	1	0
10:79612409-79613266	0	3	2	0	1	0	1	2	0	0	0	0	4	2	3
10:80335906-80339153	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
10:80468546-80489314	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
10:829384-845055	0	1	2	0	0	0	0	0	2	1	0	0	3	1	0
10:84371013-84373815	4	1	2	0	0	4	1	1	0	0	1	1	0	1	5
10:84417770-84425893	16	9	6	13	8	3	6	5	5	5	6	9	9	9	8
10:84417770-84438707	0	1	0	1	0	0	0	0	0	0	0	0	3	3	1
10:84417770-84477664	2	0	0	3	0	0	0	1	0	0	0	0	0	1	1
10:84438281-84477664	0	0	0	3	0	0	0	1	3	0	0	0	0	1	0
10:84438511-84477664	5	4	6	6	0	1	6	7	2	3	0	5	4	3	5
10:84463932-84477664	0	2	0	1	1	0	1	0	2	0	0	0	1	0	1
10:863742-864270	1	0	1	0	0	0	0	2	2	0	1	0	0	0	0
10:86451966-86461287	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
10:86451966-86473973	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
10:86471103-86472207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:87057690-87062835	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0
10:87059149-87062835	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
10:87074550-87076656	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0
10:87288441-87326672	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
10:87508128-87521169	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
10:87508335-87521169	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
10:87709195-87715843	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0
10:87767672-87776427	0	0	2	1	0	1	0	2	0	2	0	0	3	0	0
10:87894024-87895777	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
10:87925512-87952259	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
10:88370078-88379519	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
10:884446-885760	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10:88893870-88905660	0	1	3	1	1	0	0	0	0	1	3	1	2	0	1
10:89751345-89762835	2	1	0	0	0	3	0	3	4	0	0	0	1	2	0
10:90902242-90903276	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1
10:91425280-91462184	1	3	1	3	0	1	0	1	1	1	0	3	5	0	2
10:91819269-91822362	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
10:91951402-91953873	0	0	1	0	0	0	0	0	2	0	0	1	2	0	0
10:91994534-92008275	1	0	1	0	0	0	0	0	3	1	0	0	3	0	1
10:92081319-92091944	2	2	1	0	0	0	0	2	0	0	0	0	2	0	0
10:92143028-92145112	0	1	3	0	1	0	0	2	0	0	2	0	1	0	0
10:92143028-92181019	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0
10:92461190-92508205	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
10:92483254-92508205	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
10:92531747-92537550	0	0	1	0	0	2	2	1	1	2	0	0	0	2	0
10:92646728-92647756	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
10:92893348-92899644	1	0	0	2	0	0	0	3	3	0	1	0	2	1	0
10:92893348-92909631	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
10:92893348-92920050	0	0	2	0	0	0	0	0	0	1	1	3	2	0	1
10:92934143-92940824	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
10:92940726-92948379	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
10:93381218-93389154	0	2	2	2	0	0	0	0	1	1	3	1	1	3	1
10:93676652-93687449	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0
10:93684055-93687449	3	2	1	1	0	0	1	1	0	3	0	0	0	0	0
10:94005449-94032252	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
10:94030682-94032252	0	2	1	3	1	0	4	3	1	0	1	0	1	0	0
10:94245945-94246621	0	2	1	1	1	0	1	0	1	1	1	0	1	0	0
10:94258799-94259150	3	5	1	2	1	1	6	2	0	2	0	1	2	3	1
10:94441895-94474783	1	1	0	1	0	0	1	1	0	1	0	0	4	0	0
10:94441895-94500327	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
10:95339132-95346452	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
10:95381684-95410777	0	4	3	5	0	1	5	0	1	4	0	2	2	2	1
10:95637092-95637436	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
10:95922015-95927332	1	1	3	2	0	0	0	1	1	0	1	1	3	1	0
10:96544075-96565426	0	0	1	0	0	0	0	1	0	1	3	1	0	3	0
10:96544075-96576829	0	0	2	2	0	1	0	2	0	2	0	0	1	2	0
10:96570592-96571929	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:96602279-96604049	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
10:96884402-96907747	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
10:96907264-96907747	2	2	3	2	3	0	1	0	1	1	0	2	4	0	1
10:96907264-96952196	0	1	0	2	0	0	2	0	0	1	1	2	2	0	0
10:96944112-96952196	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
10:97243967-97263629	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
10:97436416-97437750	10	10	6	17	6	2	13	14	17	2	7	7	12	7	3
10:97436416-97438703	0	2	0	2	0	0	0	0	0	0	0	1	2	0	0
10:97437190-97437750	2	0	0	0	2	1	0	0	3	0	1	0	1	0	1
10:97437190-97438703	0	1	0	2	0	0	0	0	0	1	0	0	0	0	2
10:97743093-97744915	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
10:98231511-98236164	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0
10:98741815-98744052	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
10:992488-999095	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
10:99898085-99900066	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
11:1000431-1003804	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0
11:101530269-101530408	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11:101948030-101981964	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11:101986831-101997733	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
11:102075872-102081281	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0
11:102205892-102227581	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
11:102362895-102368548	4	2	0	5	0	1	0	0	0	1	2	0	1	0	2
11:103066268-103089318	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
11:103115176-103121496	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11:103219914-103223086	0	0	3	1	0	1	1	0	0	5	1	4	0	0	1
11:103280347-103358359	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
11:103303092-103323990	0	4	2	2	1	0	3	1	1	0	1	1	0	0	1
11:103303092-103358359	1	1	0	2	1	0	2	0	0	0	0	0	0	0	1
11:103303092-103436032	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11:106776438-106810478	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
11:106939459-106940178	0	1	0	1	1	1	0	0	0	0	1	0	2	0	1
11:106978618-106986131	16	4	14	6	6	6	12	12	1	2	5	5	5	6	4
11:107390073-107392895	3	1	2	2	1	1	4	5	3	4	1	0	0	1	1
11:107390073-107418287	0	3	0	1	0	0	5	1	4	1	0	0	1	0	0
11:10800431-10800647	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
11:108046269-108054955	3	0	1	0	0	1	2	2	2	3	0	0	2	0	0
11:108094390-108095691	2	0	0	2	0	0	0	1	0	0	0	0	1	2	0
11:108158919-108177090	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
11:108176245-108177090	3	3	5	5	0	0	4	5	5	5	0	4	1	3	1
11:108227594-108229323	5	0	2	1	0	0	1	2	0	1	4	0	3	2	2
11:108227594-108235834	0	3	0	1	3	0	3	2	3	1	0	2	2	0	1
11:108227594-108247127	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
11:108227594-108267342	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
11:108267170-108267342	4	3	4	3	3	0	0	8	5	1	3	4	3	2	5
11:108267170-108279608	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
11:108301647-108304852	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0
11:108329020-108332037	0	1	0	1	0	0	1	0	1	0	0	0	2	1	0
11:110136662-110137414	0	0	0	0	0	0	1	0	0	1	0	0	3	1	0
11:110263959-110264874	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
11:111752158-111753577	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
11:111964548-111974983	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
11:112037272-112039397	0	2	0	0	0	1	1	2	0	0	0	0	1	1	0
11:112037272-112045230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
11:112043465-112051349	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11:112045862-112051349	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
11:112199698-112217889	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0
11:11372514-11379264	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
11:113852500-113854335	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11:114063210-114064568	2	0	0	11	0	3	0	0	0	0	0	0	1	0	0
11:114063210-114156434	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11:11556969-11557147	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11:116873480-116877042	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
11:117152440-117163892	1	0	2	3	0	2	2	3	3	2	3	0	0	2	1
11:117204512-117204672	0	1	0	0	2	0	0	1	0	0	0	0	5	0	0
11:117244444-117246948	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
11:117279907-117280259	1	2	0	2	1	0	1	0	0	3	1	0	2	0	0
11:117411502-117412640	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11:118476804-118488760	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
11:118480173-118482495	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
11:118481714-118482495	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
11:118551785-118552335	1	1	2	0	2	0	0	1	0	0	0	0	0	0	0
11:118551785-118559864	1	4	1	5	1	2	7	1	2	3	4	5	4	0	1
11:118554458-118559864	0	0	1	0	0	0	1	2	0	0	3	1	0	0	0
11:118581245-118584644	4	2	1	1	1	2	2	0	2	2	2	0	0	0	1
11:118583808-118584644	0	0	0	0	1	1	1	3	2	3	3	0	0	0	0
11:118631206-118632296	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0
11:118779631-118786518	1	0	0	0	0	1	0	0	0	2	0	1	1	0	0
11:118786051-118786518	0	5	2	2	0	0	0	5	2	0	0	0	0	1	0
11:119076896-119077647	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0
11:119232447-119232695	1	3	0	0	0	2	1	0	0	0	0	0	1	0	0
11:119273867-119274953	4	0	0	4	1	0	0	0	1	1	0	0	2	1	0
11:119284968-119285566	0	0	0	1	0	2	0	0	2	1	0	0	2	0	2
11:120406117-120407823	1	3	7	13	0	1	6	5	14	16	11	2	14	8	10
11:120406117-120409450	1	1	4	1	1	2	2	0	3	3	0	0	7	3	1
11:120406117-120431911	4	0	1	3	0	1	2	0	0	2	2	1	0	0	1
11:120447873-120467308	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
11:120469287-120477526	1	0	0	0	0	0	0	0	0	2	0	0	2	0	1
11:120473049-120477526	1	4	5	7	0	1	3	2	5	3	3	0	2	5	3
11:120474559-120477526	3	3	2	10	4	3	5	5	7	6	4	3	8	7	4
11:120475339-120477526	0	3	0	1	2	0	3	2	0	2	3	0	1	0	0
11:120476660-120477526	4	4	5	2	2	0	1	0	3	2	4	0	4	3	3
11:121036504-121060085	1	1	1	1	1	0	1	1	3	0	0	0	0	0	0
11:121045673-121053732	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0
11:121045673-121060085	9	5	1	11	0	2	2	3	7	2	2	4	5	0	2
11:121583470-121583578	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
11:122956495-122957491	1	1	1	0	0	0	0	0	0	1	3	2	0	1	0
11:123083084-123084713	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0
11:124117496-124119089	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0
11:124647364-124648175	0	0	0	1	1	0	1	1	1	3	0	1	0	2	0
11:124654654-124669521	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11:124894070-124894200	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
11:12496457-12513360	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
11:125235044-125239728	1	4	3	0	0	0	0	0	0	0	0	0	0	1	2
11:125385550-125398062	0	0	0	1	0	0	3	1	0	0	1	0	1	1	0
11:125978303-126023537	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11:12764178-12764434	3	0	2	1	1	1	1	0	4	1	0	0	1	2	0
11:128484822-128490576	1	0	1	3	0	0	0	0	0	0	0	2	0	0	0
11:1286001-1295794	0	0	2	0	0	1	0	0	1	1	0	0	1	0	0
11:128758114-128768272	1	1	0	0	0	0	0	2	1	1	1	0	0	0	2
11:128758114-128772985	1	0	0	3	0	0	1	1	1	0	0	0	3	0	0
11:128758114-128782023	1	0	2	4	0	1	2	0	5	2	1	1	1	1	3
11:128768117-128772985	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
11:128768117-128782023	0	0	0	2	1	1	2	0	0	0	0	1	2	0	2
11:129062279-129066868	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0
11:129093620-129124894	0	1	1	1	2	0	0	1	1	0	1	0	0	0	0
11:129123445-129124894	2	2	2	2	1	0	1	0	0	0	1	1	0	2	0
11:129123445-129164427	0	2	0	1	0	1	0	0	0	2	2	1	0	0	0
11:130109428-130110661	4	0	0	1	0	0	0	0	1	2	0	0	2	0	0
11:130126830-130127765	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
11:130260855-130261929	10	9	15	16	6	3	16	5	8	12	11	7	16	5	8
11:13413529-13421838	0	4	5	4	1	4	4	2	0	1	1	0	2	5	5
11:13413529-13445181	1	0	1	3	1	0	2	1	0	0	0	0	0	0	0
11:14294470-14295855	2	0	0	0	1	0	0	0	2	2	0	0	0	0	1
11:14771936-14789242	2	2	3	8	1	2	2	2	4	2	2	2	4	2	1
11:14803943-14844026	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11:14859042-14861366	0	0	2	0	0	0	0	0	1	0	2	1	1	0	0
11:14867505-14869630	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
11:16183885-16186955	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
11:16183885-16264846	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11:16800973-16803295	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
11:17102661-17145942	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
11:17131915-17145942	0	0	2	2	0	0	3	2	1	2	2	0	2	4	4
11:17145667-17145942	0	2	2	1	0	0	0	0	0	1	1	0	2	0	1
11:17336959-17337534	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0
11:17878207-18008076	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0
11:17878207-18010139	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0
11:17959469-18008076	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
11:17988596-18008076	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
11:17988596-18010139	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
11:18239432-18239533	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
11:18283794-18285459	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11:18291441-18292019	0	0	0	0	0	0	0	1	1	2	1	2	0	0	0
11:18291441-18292976	4	3	1	3	1	1	0	4	5	3	3	0	0	3	0
11:18400836-18403811	0	0	0	2	0	0	0	0	1	0	2	0	1	0	0
11:19350372-19351027	1	0	1	1	1	0	0	1	0	3	0	1	0	0	0
11:19933880-19934015	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
11:20395802-20426865	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
11:22203803-22227586	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0
11:22674849-22755953	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
11:23154589-23241079	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11:23163495-23192403	3	0	0	0	0	0	2	0	0	0	1	1	0	0	0
11:24905990-24983293	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0
11:2570627-2572986	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11:28398787-28424364	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1
11:28407012-28424364	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
11:2951258-2979237	2	3	0	0	0	0	0	0	0	0	2	1	2	0	1
11:2964679-2976123	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11:2969802-2972243	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0
11:2969802-2979237	2	0	1	3	0	0	0	1	1	1	0	1	2	0	0
11:2976023-2979237	1	0	0	0	3	1	0	0	2	0	1	0	0	0	1
11:3018407-3020332	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11:31064468-31137784	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
11:32097143-32098528	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
11:32588593-32589641	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
11:32927156-32935435	1	0	3	5	1	0	2	0	0	4	0	5	1	0	0
11:33096305-33106064	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
11:33105566-33106064	0	1	2	0	2	0	2	0	0	0	2	1	1	1	0
11:33279756-33287511	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11:33286412-33287511	27	33	69	74	9	14	33	27	56	66	65	30	47	22	13
11:33286412-33328633	0	0	3	0	0	2	0	1	1	1	2	1	2	1	0
11:3403592-3404963	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
11:34071725-34071987	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
11:34071725-34076642	4	1	2	3	0	0	1	1	1	4	3	2	2	0	0
11:34082824-34089456	0	0	1	2	0	0	0	0	1	0	1	1	0	0	0
11:34086063-34086413	0	1	0	3	0	0	0	1	2	0	0	0	1	1	0
11:34089394-34092056	0	0	0	0	0	0	0	4	1	1	1	2	0	0	0
11:34090178-34090678	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
11:34090178-34092056	0	1	2	5	0	0	2	0	3	2	5	0	1	0	1
11:34882675-34888869	0	0	0	2	0	1	1	0	0	0	1	0	2	0	0
11:34931403-34984728	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0
11:34947505-34970286	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
11:34957383-34978182	2	0	4	5	1	1	0	2	2	4	1	1	3	2	2
11:34957383-34992379	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0
11:35198120-35210054	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
11:35201081-35204640	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
11:35201081-35208206	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
11:35219339-35221732	1	0	1	0	0	0	0	0	0	0	1	0	1	1	3
11:35725923-35726163	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11:36227084-36227430	2	0	1	5	0	1	1	2	2	2	1	3	6	4	3
11:36393845-36403378	1	1	0	3	1	0	0	0	1	1	0	0	2	0	0
11:36393845-36419303	0	4	0	3	0	0	0	3	4	2	2	1	0	4	0
11:36610080-36648155	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
11:3731390-3735324	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
11:3731390-3753408	3	0	0	2	0	0	0	1	2	1	1	3	4	0	2
11:3744508-3753408	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1
11:3768580-3768744	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
11:3768580-3776021	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
11:3773631-3776021	0	1	0	0	0	0	0	1	0	1	1	2	2	0	0
11:3967551-4023987	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11:43326506-43328893	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11:43326506-43335994	3	0	1	1	0	0	0	1	2	2	0	1	0	0	0
11:43830975-43840064	0	0	1	1	0	0	0	0	1	1	0	2	2	2	0
11:43882582-43889828	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
11:45862059-45872233	0	0	0	0	0	1	1	0	1	0	2	0	0	2	1
11:45936493-45938312	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2
11:46076753-46092223	8	8	5	14	5	4	11	10	12	5	7	4	14	11	5
11:46312324-46312919	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0
