circ_id	SRR1297303	SRR1297304	SRR1297305	SRR1297306	SRR1297307	SRR1297308	SRR1297309	SRR1297310	SRR1297311	SRR1297312	SRR1297313	SRR1297314	SRR1297315	SRR1297316	SRR1297317
1:44284834-44319744	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1
1:44308309-44339322	0	0	0	1	0	0	1	1	0	0	1	1	2	1	2
1:44319627-44352925	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:45087880-45088237	1	1	0	0	0	0	1	2	0	1	0	0	0	0	0
1:45330515-45334511	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
1:45566568-45567020	1	1	0	2	0	0	0	1	0	1	0	0	1	0	0
1:45633488-45642499	1	0	0	1	0	1	2	0	0	0	0	0	1	0	2
1:45640209-45642499	4	5	6	9	3	1	0	6	5	7	2	1	6	6	0
1:45659027-45661225	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
1:46055794-46080750	0	1	2	2	2	1	2	0	4	3	1	1	2	2	2
1:46077514-46080750	1	0	1	1	0	0	1	0	0	2	0	0	1	0	0
1:46565040-46568498	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:47295764-47301748	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
1:48011529-48055196	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1:48305786-48399644	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1:48355669-48359770	3	2	5	4	1	2	4	5	5	5	3	2	9	0	2
1:48355669-48399644	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
1:48355669-48403882	0	0	1	2	0	1	0	0	2	0	1	0	0	2	0
1:48355717-48359770	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1:48355717-48403882	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0
1:48395266-48413151	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0
1:48546053-48590985	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1:50535368-50596216	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
1:50539591-50596216	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:50567076-50606942	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:50655441-50744775	1	0	0	0	0	0	0	1	1	1	0	0	3	1	0
1:50738862-50744775	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1:50787999-50801677	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1
1:51394380-51421858	1	2	0	0	0	0	0	0	0	1	2	0	0	0	1
1:51394380-51448135	0	0	3	1	0	1	2	0	0	1	2	0	1	1	2
1:51402434-51408332	2	4	3	5	0	2	2	2	4	9	1	3	3	1	0
1:51402434-51448135	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1:51402434-51465326	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1
1:51405904-51408332	0	0	0	5	0	0	2	2	0	0	1	0	0	1	0
1:51461090-51465326	8	3	3	4	2	0	2	2	1	2	1	2	1	1	0
1:51748368-51765981	2	0	1	0	0	0	2	0	0	1	0	0	1	0	0
1:51772069-51772723	0	0	0	2	0	0	1	0	1	1	0	1	3	0	0
1:51814034-51814813	0	0	2	1	1	0	0	1	0	0	0	1	3	0	0
1:51814034-51834170	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2
1:51823663-51834057	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1:51823663-51834170	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
1:51827795-51834170	5	7	3	7	1	2	7	4	7	2	3	2	6	3	5
1:52023490-52028630	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0
1:52477707-52481923	2	1	0	0	0	0	0	1	0	1	1	0	0	0	0
1:52490731-52509712	0	0	0	0	2	1	2	0	0	0	3	0	0	0	0
1:52493610-52497183	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0
1:52493610-52509712	2	1	0	7	0	2	1	4	8	2	4	2	4	3	1
1:52509595-52526373	1	1	2	2	0	1	0	1	0	0	0	2	1	0	0
1:52515890-52526373	1	2	3	1	1	1	0	0	0	1	5	1	5	0	0
1:52801818-52802139	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0
1:52954739-52961629	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
1:52978216-52988136	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
1:53014889-53028071	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1:53233541-53235635	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
1:53923903-53940097	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0
1:54040755-54043525	2	0	1	0	2	0	0	0	1	1	1	0	0	1	0
1:56787174-56792803	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0
1:58506059-58534331	0	0	2	1	0	0	0	0	0	0	0	0	3	1	1
1:58506059-58536741	4	5	3	5	3	0	0	1	0	6	1	1	2	3	3
1:58506059-58539310	5	6	5	5	1	1	0	7	5	4	6	4	3	1	2
1:58527260-58536741	1	0	0	0	0	0	0	2	1	3	1	1	0	0	0
1:58527260-58539310	1	1	0	0	0	1	2	0	1	1	0	0	1	0	0
1:58661169-58685251	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1:58681784-58685251	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
1:59321535-59346398	1	0	3	3	0	0	4	2	2	2	1	1	1	0	2
1:59321535-59378837	4	2	0	5	1	1	0	4	2	2	5	3	7	2	2
1:59339957-59346398	1	0	2	0	0	0	1	3	1	0	0	1	0	0	0
1:59339957-59378837	1	0	4	6	0	1	5	3	9	2	0	1	6	2	0
1:59339957-59457076	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
1:59344997-59346398	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
1:61990167-62051058	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1:62082800-62084648	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
1:62247471-62268505	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1:6231901-6232119	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
1:62441487-62442299	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1:62441487-62443319	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0
1:62444737-62447511	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
1:62473981-62489065	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:62577261-62586624	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1:62803718-62810586	1	0	0	1	0	0	0	0	0	1	3	0	2	0	0
1:63478763-63508570	1	1	0	3	1	0	0	0	0	0	0	1	2	1	1
1:64582155-64602912	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0
1:64629354-64641969	0	0	0	1	0	0	0	1	2	1	0	2	0	0	0
1:64673347-64675983	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1:64812737-64814840	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0
1:64855508-64869474	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1:64879024-64886341	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:65364634-65366196	0	2	5	3	1	0	1	2	2	1	1	1	5	5	3
1:65570472-65601960	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1:65913244-65918835	5	1	3	0	0	0	1	3	2	3	1	3	3	2	2
1:66585671-66590606	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1:66671943-66689275	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:66822360-66905375	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
1:66826819-66835777	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1:66833584-66905375	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1:66837709-66905375	0	0	3	0	0	0	0	0	0	0	1	2	1	0	0
1:66862146-66905375	2	0	3	0	0	0	0	0	2	0	4	2	2	0	0
1:66891153-66893413	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1:66891153-66905375	6	3	26	18	4	2	13	8	10	15	30	19	8	3	1
1:66940027-66959743	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:66940027-66963160	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0
1:66946149-66959743	0	1	0	0	0	0	1	0	3	0	0	1	1	0	0
1:66958058-66963160	1	2	4	6	0	0	1	1	0	3	1	1	2	0	4
1:67420008-67425223	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:6806982-6825210	1	3	1	1	0	0	2	0	1	0	0	0	0	0	0
1:6806982-6888899	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0
1:6820180-6888899	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:70270855-70276844	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
1:70270855-70315566	0	0	3	1	0	0	1	0	1	1	1	0	0	1	0
1:70292387-70306290	1	0	1	1	0	0	2	0	0	1	0	1	0	0	1
1:70292387-70313790	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
1:70292387-70315566	2	4	3	7	1	3	6	6	4	3	5	0	6	1	0
1:70296129-70315566	1	1	0	1	0	0	0	0	0	2	2	0	0	0	0
1:70300763-70315566	0	0	0	0	0	0	0	1	0	0	0	0	3	2	1
1:75739979-75750546	0	2	1	1	1	1	1	1	0	1	1	0	4	0	0
1:75745805-75750546	0	0	0	1	0	0	4	0	0	1	0	2	0	0	0
1:76293291-76313999	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1:76412007-76412417	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1:77068083-77068843	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:77631834-77641655	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0
1:77631849-77641655	0	1	0	1	0	2	0	0	0	0	2	0	2	0	0
1:77633114-77641655	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0
1:77701368-77713281	0	0	0	1	0	0	0	3	0	0	2	1	0	0	0
1:77711746-77713281	1	3	6	2	4	0	5	0	0	1	0	0	5	0	1
1:77711746-77714783	0	0	0	1	0	2	2	0	2	1	1	0	0	0	0
1:77711746-77715868	1	3	5	3	0	1	4	1	2	0	0	1	3	0	1
1:77713199-77714783	0	1	0	0	0	0	0	2	2	0	0	1	0	0	0
1:77717866-77718641	2	0	0	3	0	1	5	1	1	0	0	0	0	1	0
1:77717866-77725762	6	3	0	3	0	0	1	3	3	2	3	0	5	1	3
1:77734346-77736158	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0
1:77734346-77739417	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
1:7777159-7778169	35	21	10	19	13	9	19	22	15	9	13	6	24	5	12
1:77801330-77807101	2	0	0	0	0	0	0	1	1	0	0	0	1	1	0
1:77801330-77815231	2	0	0	1	1	3	2	2	1	1	2	2	3	0	0
1:77858937-77861322	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
1:77858937-77866391	2	0	1	3	1	0	1	1	0	0	0	0	0	0	0
1:77929315-77942818	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1:77955254-77956700	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1:78250183-78251877	0	3	2	2	0	4	1	1	0	0	0	0	1	0	0
1:7835761-7837149	0	0	1	0	0	0	3	0	1	0	1	0	1	0	0
1:78666571-78673091	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1:805798-810170	8	10	14	27	4	2	10	27	13	7	21	1	21	6	14
1:81836884-81837057	1	4	1	3	0	0	1	1	0	0	0	0	0	2	2
1:81836884-81862118	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0
1:81836884-81907230	7	5	5	2	4	0	12	2	1	0	1	0	0	2	2
1:83911164-83947282	0	1	0	2	2	0	1	0	0	0	2	0	0	0	0
1:83917603-83942679	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
1:84179176-84197824	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
1:84179176-84214317	0	2	0	0	0	0	2	2	2	1	2	0	2	0	0
1:84179176-84235364	0	0	0	2	0	0	0	2	0	2	0	0	2	0	0
1:84196615-84197824	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1:84865384-84866138	0	2	2	5	0	3	1	1	0	4	3	3	1	0	3
1:84937754-84952530	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:8495062-8541318	0	0	0	0	0	0	1	0	0	0	1	0	2	3	0
1:8495062-8557523	3	0	3	1	0	0	1	2	1	0	1	1	0	0	0
1:8495062-8614686	0	0	0	1	1	2	1	0	0	3	2	1	2	1	4
1:84952242-84965708	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1:85073053-85082404	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0
1:8508626-8557523	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0
1:8541213-8557523	1	2	6	1	3	0	0	3	2	0	3	3	2	1	0
1:8541213-8614686	0	3	0	4	0	1	2	1	7	1	4	1	2	1	1
1:85911379-85961293	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1:86124844-86146183	0	0	0	0	0	0	0	0	1	2	2	0	0	2	0
1:8614560-8624380	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1:8614560-8656441	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1
1:8624309-8656441	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
1:86352858-86385590	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
1:86371017-86387086	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1:86372430-86383002	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1:8655972-8656441	2	0	0	3	2	0	3	1	3	1	2	0	4	2	2
1:86715723-86719635	0	0	2	0	0	0	1	0	0	0	1	0	1	2	0
1:86715723-86724405	1	0	1	1	0	0	2	1	3	0	0	1	2	0	1
1:86715723-86735179	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0
1:86719506-86724405	2	0	0	1	0	0	0	0	1	0	2	0	0	1	0
1:88740987-88741288	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0
1:88740987-88771879	0	0	0	2	0	0	0	1	1	0	0	0	1	0	1
1:88740987-88786213	3	3	0	7	0	0	1	1	1	0	2	1	4	0	2
1:88740987-88805671	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:88770351-88771879	0	1	3	3	0	0	0	0	1	2	0	0	2	2	1
1:88770351-88786213	2	1	1	2	0	0	4	1	0	1	2	0	1	0	0
1:88786103-88806017	1	0	2	3	0	0	0	0	0	0	1	0	0	0	0
1:89686469-89714851	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
1:90937484-90982370	0	4	0	0	2	1	2	2	0	0	1	0	0	0	0
1:91861470-91861644	4	3	1	2	5	0	4	2	2	4	1	0	5	1	0
1:91861470-91864279	0	0	1	4	4	2	3	0	0	0	1	0	2	0	2
1:92088697-92129776	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1:92333390-92345914	0	1	3	0	0	0	0	1	0	2	3	0	2	0	0
1:92333390-92358043	2	1	0	1	0	0	0	1	1	0	1	0	4	0	0
1:92333390-92380873	1	3	4	11	2	0	4	8	7	3	3	1	5	3	1
1:92563641-92607727	0	0	1	3	0	0	0	1	0	0	2	1	4	0	1
1:92563641-92636336	1	0	2	1	0	0	3	5	2	1	2	3	3	2	2
1:92563641-92704744	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0
1:92605306-92607727	0	2	1	1	1	1	0	1	2	0	0	0	1	0	0
1:92605306-92636336	2	0	2	1	0	0	1	1	2	1	1	4	1	0	0
1:92605306-92704744	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
1:92663419-92704744	0	1	1	1	0	0	2	0	1	1	0	1	4	0	0
1:92677157-92704744	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1:93183359-93210926	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:93212100-93216746	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
1:93318167-93325895	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1:93324634-93325895	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1:93544106-93549426	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0
1:93567278-93567851	0	1	0	0	1	0	1	2	0	2	1	1	1	0	2
1:93571669-93576129	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1:93894613-93897898	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
1:93894613-93901669	3	0	0	0	0	0	1	1	0	0	0	2	1	0	0
1:94220257-94231643	3	4	2	3	0	0	4	0	0	1	0	0	3	4	1
1:94458606-94480606	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0
1:94458606-94483239	0	1	0	4	0	1	0	0	0	0	2	0	0	1	0
1:94458606-94491247	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1:94487541-94491247	0	3	0	0	0	0	0	0	2	0	0	0	2	0	0
1:94487541-94506642	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
1:95143890-95151419	0	0	1	0	2	1	4	3	0	0	3	3	2	0	1
1:95143890-95173889	0	1	1	2	0	0	0	0	1	0	0	0	1	0	0
1:96751424-96770851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1:96751424-96777946	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1:96769702-96770851	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0
1:96769702-96785254	0	0	1	1	0	0	0	0	3	0	0	0	2	3	0
1:97515725-97549744	3	1	1	1	2	0	0	3	0	0	1	0	1	0	0
1:97573759-97573970	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1:97679094-97699547	0	0	0	3	1	1	0	0	2	2	0	1	2	1	0
1:97679094-97721671	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0
1:97679094-97740479	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
1:97691716-97721671	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
1:97883263-97883374	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
1:98691074-98701903	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1:9931890-9934860	7	8	9	6	0	2	3	3	2	3	1	5	7	4	5
1:9931890-9935627	0	2	0	3	0	2	0	2	0	0	1	0	3	1	0
1:9931890-9942782	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1:9934761-9936627	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1:99480113-99492969	0	0	1	0	0	0	0	0	0	0	4	2	0	0	1
1:99993536-100015420	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0
1:99993536-99999415	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0
20:10556230-10560820	2	1	0	2	0	0	2	6	0	1	1	1	0	1	0
20:10652130-10656458	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
20:13270503-13279898	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0
20:13270503-13292463	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0
20:13559007-13587370	1	3	0	1	0	0	1	0	3	2	1	0	3	0	0
20:13569506-13587370	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0
20:1452492-1455132	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0
20:1512441-1513509	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
20:15229939-15230061	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
20:16356329-16381747	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0
20:16370585-16381747	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
20:16494290-16515664	0	0	2	0	0	0	0	2	1	0	0	0	0	0	3
20:16512825-16515664	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
20:16526091-16528440	0	0	0	0	0	0	1	0	1	0	0	2	4	1	2
20:17943109-17954117	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
20:17947485-17951595	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
20:17947485-17957037	1	1	2	0	0	0	0	0	0	0	0	1	0	0	1
20:18297984-18298464	0	2	2	0	0	0	1	0	0	1	0	0	0	0	1
20:18297984-18306393	0	1	1	3	0	0	0	1	1	0	3	0	3	1	1
20:18527495-18542402	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
20:18543018-18551175	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0
20:18543018-18554390	1	0	0	0	0	0	0	1	0	1	0	2	0	1	0
20:19990005-19992299	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0
20:19990005-19996842	0	0	0	1	0	0	3	0	0	0	1	1	0	0	2
20:20643505-20680801	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0
20:20653529-20680801	1	0	2	0	0	2	1	1	0	0	0	0	0	0	0
20:2116665-2117415	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
20:21326278-21368590	1	0	0	1	0	2	1	0	4	2	1	0	0	0	0
20:21339043-21344208	3	0	2	5	1	0	1	3	0	1	2	0	3	3	1
20:21340720-21346550	0	2	1	0	0	0	2	0	1	0	1	0	2	0	0
20:21356177-21356585	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
20:21365420-21368590	3	3	7	3	0	0	1	0	6	2	3	3	1	1	2
20:23389945-23403072	1	1	1	0	0	1	2	0	3	0	0	0	1	0	1
20:25020009-25023641	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
20:25209848-25213406	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0
20:2947981-2965202	4	0	4	7	1	0	3	4	2	4	1	1	7	2	1
20:2964271-2965202	6	4	11	18	1	3	7	10	13	3	10	8	13	6	5
20:2986764-2988474	0	0	0	2	1	0	0	1	0	0	1	0	2	0	2
20:31527483-31528050	0	0	0	0	0	0	0	2	1	1	2	1	0	0	3
20:32309712-32316874	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
20:32316217-32316874	3	2	1	3	2	0	2	4	1	3	1	0	1	2	1
20:32366383-32369123	11	11	8	16	2	7	14	24	18	8	13	9	18	2	7
20:32366383-32371874	4	4	5	8	1	2	6	3	1	1	2	0	2	2	1
20:32366383-32402032	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
20:3294138-3294629	1	0	0	0	0	0	0	2	2	0	0	1	0	0	0
20:3294138-3298175	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
20:3296860-3298175	0	3	1	0	0	1	0	1	0	1	0	0	1	0	0
20:33366858-33370629	1	0	0	0	0	1	0	1	3	1	0	0	0	0	0
20:3348524-3376302	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
20:33550640-33556738	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
20:33619516-33623296	8	6	4	14	1	2	5	5	15	6	9	5	13	5	6
20:34029768-34031604	2	2	1	1	1	3	3	2	1	3	0	0	4	0	1
20:34031521-34033318	2	0	0	4	0	1	1	1	0	0	0	0	2	1	0
20:34072065-34076815	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
20:34072065-34078553	0	2	1	2	0	1	0	4	1	0	1	0	2	0	0
20:34096656-34098633	2	1	4	4	0	0	0	3	0	2	0	2	1	0	1
20:34096656-34103565	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
20:34408650-34413879	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
20:34470047-34471515	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
20:34470047-34481206	0	1	2	3	0	0	0	2	0	2	1	3	1	0	1
20:34470047-34492597	1	0	3	0	0	2	1	0	5	0	2	0	2	2	2
20:34477771-34479789	1	1	0	0	2	0	0	3	0	0	1	0	0	1	0
20:34575103-34588607	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
20:34634614-34644226	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
20:34714589-34715365	0	0	2	1	0	1	1	0	1	1	0	1	0	1	0
20:34727258-34736758	0	1	2	1	0	0	0	0	2	0	0	0	0	0	2
20:34782120-34792563	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20:34929118-34929400	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
20:35366556-35384133	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0
20:35595476-35595754	0	0	0	0	0	0	0	1	0	3	0	0	1	0	3
20:35653527-35659014	0	0	1	2	0	0	0	1	1	2	0	0	0	2	1
20:35713018-35725155	2	0	1	1	0	2	0	0	3	2	1	2	2	1	0
20:35714184-35725155	11	3	4	14	5	3	12	4	14	4	6	3	12	0	6
20:35716739-35725155	4	4	2	4	1	5	1	3	8	3	6	3	9	5	3
20:35716739-35732135	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0
20:35721739-35725155	4	0	2	1	0	0	0	5	6	2	3	1	3	2	1
20:35721739-35732135	0	2	1	2	0	0	0	2	0	0	0	0	1	0	1
20:35721739-35739017	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
20:35724569-35725155	1	0	2	1	0	0	0	1	0	0	3	0	0	0	0
20:35724569-35732135	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
20:35729311-35732135	9	7	11	13	4	5	7	6	11	10	4	5	14	4	6
20:35842572-35858381	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
20:35847349-35869551	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
20:35858301-35871829	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0
20:36545404-36552382	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
20:36607714-36609730	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0
20:36632594-36633629	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
20:36660336-36666392	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
20:36660336-36671397	1	0	0	1	2	0	0	0	0	1	0	0	1	0	0
20:36793248-36839441	0	1	0	1	2	0	0	0	0	0	1	0	0	0	1
20:36804734-36805957	1	1	0	0	0	0	2	0	1	0	2	1	0	0	1
20:36829053-36839441	0	2	1	1	0	0	0	0	1	0	0	0	0	1	1
20:36904156-36905503	1	3	0	0	0	0	0	1	1	2	1	0	0	0	0
20:36911217-36912552	0	0	3	2	1	0	0	0	1	1	0	0	1	0	1
20:36919459-36927252	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0
20:37061102-37065473	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0
20:37066723-37068186	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0
20:37184179-37184373	0	1	2	1	0	1	2	2	0	0	0	0	0	0	0
20:37198396-37210165	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
20:3738657-3742408	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
20:38040434-38066256	0	0	4	1	0	0	1	0	1	2	0	0	0	0	1
20:38057531-38066256	3	0	2	5	1	1	4	2	0	6	1	0	2	3	2
20:38983698-38994880	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
20:3907925-3912634	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0
20:3945176-3974400	0	0	4	2	0	0	0	0	0	3	2	1	3	0	0
20:41092471-41101353	6	3	3	0	1	4	5	0	6	4	3	3	6	5	5
20:41112781-41114155	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
20:41267462-41269083	1	1	0	0	0	5	0	1	1	0	1	0	0	0	1
20:41512845-41514952	0	1	1	0	0	1	0	2	0	0	0	2	3	1	0
20:41512845-41551360	1	0	2	1	0	0	0	0	1	0	2	0	2	0	0
20:41533049-41551360	2	3	0	6	2	1	3	0	7	0	0	1	2	3	1
20:42448219-42472562	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
20:43973366-44006792	1	0	2	0	0	0	0	0	0	1	1	0	1	0	1
20:44004360-44004638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
